carat,depth,table,x,y,z,price
0.91,61.5,58.0,6.2,6.23,3.82,8.293
0.42,61.4,56.0,4.83,4.85,2.97,6.986000000000001
1.41,61.2,60.0,7.21,7.17,4.4,9.084
0.31,60.5,57.0,4.39,4.41,2.66,6.622999999999999
0.36,61.4,57.0,4.56,4.59,2.81,6.447
0.72,61.1,56.0,5.78,5.8,3.54,8.005
0.55,61.2,55.0,5.28,5.33,3.25,7.185
0.66,62.1,56.0,5.54,5.57,3.45,7.955
1.0,62.7,59.0,6.3,6.37,3.97,8.456
1.08,63.2,57.0,6.54,6.5,4.12,8.371
1.5,62.6,57.0,7.33,7.21,4.55,8.318
1.23,61.0,55.0,6.95,6.93,4.23,9.18
0.3,61.8,57.0,4.33,4.31,2.67,6.654
1.0,56.9,63.0,6.45,6.52,3.69,8.453
0.38,61.4,61.0,4.62,4.66,2.85,6.501
1.02,61.7,59.0,6.42,6.52,3.99,9.747
0.5,60.7,57.0,5.1,5.14,3.11,7.516
1.27,63.1,57.0,6.88,6.84,4.33,8.513
1.01,57.9,59.0,6.64,6.59,3.83,8.27
0.31,61.9,55.0,4.37,4.39,2.71,6.629
2.52,60.6,60.0,8.78,8.7,5.3,9.808
0.53,61.8,55.0,5.17,5.22,3.21,7.4510000000000005
0.33,60.2,64.0,4.47,4.5,2.7,6.585
0.56,63.3,56.0,5.26,5.22,3.32,7.199
1.5,64.0,56.0,7.18,7.13,4.64,9.224
0.42,60.6,58.0,4.87,4.9,2.96,6.917000000000001
1.58,61.6,56.0,7.53,7.5,4.63,8.935
0.92,62.1,59.0,6.26,6.21,3.87,8.238999999999999
0.34,60.7,57.0,4.51,4.55,2.75,6.619
0.93,61.3,59.0,6.22,6.27,3.83,7.772
0.32,61.7,55.0,4.38,4.43,2.72,6.765
0.32,60.8,59.0,4.44,4.41,2.69,6.579
0.71,62.3,56.0,5.68,5.72,3.55,7.718999999999999
1.21,60.6,56.0,6.92,6.94,4.2,8.535
0.5,63.7,57.0,5.08,5.13,3.25,7.421
1.71,62.9,58.0,7.64,7.58,4.79,9.088
0.51,59.2,62.0,5.22,5.29,3.11,7.349
0.36,62.0,55.0,4.59,4.61,2.85,6.6
0.46,61.9,55.0,4.94,4.97,3.06,7.513999999999999
0.54,61.1,57.0,5.3,5.27,3.23,7.507000000000001
0.3,63.0,57.0,4.28,4.32,2.71,6.528
0.3,61.9,55.0,4.32,4.31,2.67,6.654
0.33,61.2,60.0,4.42,4.44,2.71,6.766
0.32,62.1,55.0,4.42,4.4,2.74,6.718999999999999
1.5,63.7,59.0,7.29,7.18,4.62,8.259
0.7,62.4,55.0,5.69,5.64,3.54,7.7860000000000005
1.2,62.6,58.0,6.77,6.72,4.22,8.648
1.12,62.2,59.0,6.65,6.67,4.14,8.693999999999999
1.53,60.1,58.0,7.6,7.57,4.71,9.314
0.33,61.1,56.0,4.45,4.48,2.73,6.795
1.33,61.9,58.0,7.04,6.98,4.34,8.896
0.29,60.2,58.0,4.29,4.35,2.6,6.497999999999999
0.9,61.3,60.0,6.14,6.17,3.77,8.253
0.74,61.0,57.0,5.83,5.88,3.57,7.853
1.58,62.7,60.0,7.37,7.41,4.63,9.537
1.39,61.2,54.0,7.23,7.25,4.43,9.138
0.3,61.9,56.0,4.32,4.34,2.68,6.351
0.52,61.3,55.0,5.18,5.2,3.18,7.445
2.04,62.8,57.0,8.13,8.08,5.09,9.532
0.3,61.3,58.0,4.29,4.33,2.64,6.603
0.7,62.0,56.0,5.71,5.74,3.55,7.89
1.23,59.6,59.0,6.98,6.95,4.15,9.102
0.72,61.3,56.0,5.78,5.81,3.55,7.763
0.31,62.8,56.0,4.32,4.28,2.7,6.687
0.51,61.3,60.0,5.11,5.16,3.15,7.412000000000001
0.54,62.2,56.0,5.19,5.26,3.25,7.051
0.33,60.6,58.0,4.5,4.47,2.72,6.872000000000001
0.71,61.6,56.0,5.73,5.77,3.54,8.176
1.03,61.9,59.0,6.44,6.49,4.0,8.747
0.31,61.3,60.0,4.33,4.35,2.66,6.704
1.24,60.8,56.0,6.92,6.96,4.22,9.019
1.5,57.3,62.0,7.55,7.5,4.31,8.671
1.02,62.6,56.0,6.35,6.5,4.02,9.158999999999999
0.59,62.5,55.0,5.4,5.42,3.38,7.406000000000001
1.6,60.1,57.0,7.65,7.59,4.58,9.536
0.7,61.8,60.0,5.67,5.63,3.49,7.816
1.03,61.8,58.0,6.48,6.43,3.99,8.652000000000001
0.71,61.8,54.0,5.74,5.7,3.53,7.1739999999999995
1.54,59.3,59.0,7.61,7.54,4.49,9.734
0.42,62.8,56.0,4.76,4.8,3.0,7.343999999999999
0.91,58.4,55.0,6.34,6.32,3.7,7.901
0.85,61.9,56.0,6.03,6.09,3.75,8.383
0.35,61.3,54.0,4.51,4.56,2.78,6.157
0.55,61.7,57.0,5.29,5.24,3.25,7.506
1.37,62.3,54.0,7.11,7.15,4.43,9.506
0.41,61.8,57.0,4.76,4.79,2.95,6.984
0.31,61.3,60.0,4.33,4.38,2.67,6.565
0.59,62.8,54.0,5.41,5.34,3.38,7.621
0.31,62.9,56.0,4.31,4.34,2.72,6.347
0.5,62.3,55.0,5.07,5.11,3.17,7.393
1.7,64.0,58.0,7.41,7.47,4.76,9.005
0.54,61.5,59.0,5.21,5.23,3.21,7.454
1.5,62.1,59.0,7.24,7.28,4.51,8.904
1.06,61.3,60.0,6.52,6.59,4.02,8.208
1.0,62.4,59.0,6.42,6.37,3.99,8.48
1.24,62.6,54.0,6.84,6.88,4.29,8.867
1.56,63.3,58.0,7.3,7.35,4.64,9.401
1.4,60.8,57.0,7.21,7.23,4.39,9.625
0.5,61.8,56.0,5.11,5.14,3.16,7.546
0.58,61.2,57.0,5.38,5.41,3.3,7.27
0.93,63.5,58.0,6.14,6.05,3.87,8.137
0.65,63.2,57.0,5.54,5.47,3.48,7.605
1.1,61.8,56.0,6.65,6.61,4.1,8.228
1.02,59.3,59.0,6.57,6.62,3.91,8.468
0.31,62.9,55.0,4.31,4.34,2.72,6.599
0.7,60.1,56.0,5.76,5.79,3.47,7.736000000000001
1.51,59.8,57.0,7.48,7.53,4.48,9.488999999999999
1.2,62.3,56.0,6.82,6.77,4.23,9.059
1.7,62.4,58.0,7.61,7.56,4.73,9.297
0.9,62.3,56.0,6.21,6.14,3.85,8.412
0.41,62.7,54.0,4.78,4.79,3.0,6.95
0.39,61.6,61.0,4.71,4.74,2.91,6.9479999999999995
1.51,63.8,59.0,7.28,7.24,4.63,9.494
0.5,61.4,63.0,5.06,5.1,3.12,7.028
0.72,63.1,55.0,5.75,5.7,3.61,7.755
0.32,62.2,54.5,4.38,4.42,2.74,6.34
0.9,63.7,61.0,6.06,6.1,3.87,8.103
0.66,61.5,56.0,5.61,5.58,3.44,7.968999999999999
0.71,61.0,59.0,5.72,5.69,3.48,7.852
0.74,62.0,57.0,5.81,5.78,3.6,8.187000000000001
0.51,62.2,57.0,5.15,5.1,3.19,7.343
0.43,62.9,56.0,4.8,4.83,3.03,6.675
0.7,62.5,60.0,5.62,5.67,3.53,8.152000000000001
0.51,63.7,55.0,5.07,5.1,3.24,7.066
0.41,62.3,54.0,4.75,4.79,2.97,7.057
0.54,61.2,56.0,5.25,5.28,3.22,7.557
0.32,63.0,56.0,4.32,4.35,2.73,6.042999999999999
0.51,61.7,58.0,5.11,5.14,3.16,7.5360000000000005
1.01,63.5,56.0,6.32,6.27,4.0,8.392000000000001
0.42,62.8,59.0,4.78,4.74,2.99,6.9
0.38,60.8,57.0,4.66,4.68,2.84,6.667999999999999
2.2,63.3,58.0,8.25,8.22,5.21,9.695
0.4,62.1,56.0,4.7,4.73,2.93,7.053999999999999
1.06,62.1,58.0,6.5,6.52,4.04,8.545
0.3,64.3,53.0,4.22,4.27,2.73,6.659
0.54,61.8,55.0,5.24,5.21,3.23,7.5729999999999995
1.08,61.0,57.0,6.64,6.6,4.04,8.42
0.31,59.4,58.0,4.45,4.41,2.63,6.89
1.11,61.3,54.0,6.68,6.72,4.11,9.451
0.75,63.1,55.0,5.8,5.83,3.67,8.081
2.02,64.3,56.0,7.85,7.99,5.09,9.494
0.3,61.1,59.0,4.33,4.31,2.64,6.564
2.02,61.7,53.0,8.14,8.04,4.99,9.802
1.17,59.6,60.0,6.88,6.85,4.09,8.372
0.46,62.5,53.0,4.95,5.0,3.11,7.577999999999999
0.38,62.2,55.0,4.63,4.67,2.89,6.763999999999999
1.01,61.6,58.0,6.43,6.49,3.98,8.818
1.0,61.2,60.0,6.43,6.38,3.92,9.036
0.42,62.2,55.0,4.75,4.8,2.97,6.938
1.5,63.4,58.0,7.2,7.16,4.55,9.302
0.91,63.0,59.0,6.11,6.15,3.86,8.396
0.34,62.4,59.0,4.46,4.42,2.77,6.417000000000001
0.7,57.0,58.0,5.87,5.89,3.35,7.591
1.06,62.5,57.1,6.46,6.5,4.05,8.482000000000001
1.01,61.1,56.0,6.51,6.49,3.97,9.065
0.59,62.2,55.0,5.39,5.42,3.36,7.353
0.76,62.7,55.0,5.83,5.74,3.63,7.82
1.12,62.2,56.0,6.71,6.67,4.16,8.965
1.31,60.3,59.0,7.08,7.12,4.28,9.085
0.33,61.3,57.0,4.46,4.42,2.72,6.957999999999999
0.34,61.9,55.0,4.49,4.52,2.79,7.151
0.77,66.8,57.0,5.66,5.76,3.82,8.017000000000001
1.02,59.2,58.0,6.51,6.56,3.87,8.379
0.57,60.7,55.0,5.41,5.39,3.28,7.386
0.72,61.7,55.0,5.8,5.77,3.57,8.11
0.77,62.1,57.0,5.85,5.8,3.62,8.201
0.5,62.2,58.0,5.03,5.07,3.14,7.102
0.33,61.9,58.0,4.45,4.43,2.75,6.611000000000001
0.56,61.0,59.0,5.28,5.34,3.24,7.949
0.41,62.7,56.0,4.77,4.73,2.98,6.9670000000000005
0.38,60.5,58.0,4.72,4.67,2.84,6.615
2.01,61.4,63.0,8.19,7.96,4.96,9.211
0.32,62.1,57.0,4.35,4.38,2.71,6.468999999999999
0.32,62.8,53.0,4.34,4.38,2.74,6.468999999999999
1.25,59.6,59.0,7.01,7.09,4.2,8.71
0.36,63.1,58.0,4.54,4.49,2.85,6.697
0.31,63.7,54.0,4.31,4.35,2.76,6.347
0.33,61.9,53.0,4.49,4.46,2.77,6.91
0.93,62.0,57.0,6.22,6.26,3.87,7.978
0.31,61.6,56.0,4.39,4.35,2.69,6.619
0.32,63.3,56.0,4.34,4.35,2.75,6.33
1.02,57.9,61.0,6.75,6.68,3.89,8.235
1.5,61.3,63.0,7.28,7.23,4.45,9.006
0.5,58.2,59.0,5.24,5.27,3.06,7.001
0.6,61.2,56.0,5.43,5.47,3.33,7.672000000000001
0.3,62.9,58.0,4.29,4.26,2.69,6.707999999999999
0.34,61.3,57.0,4.49,4.52,2.76,6.845
0.33,61.7,55.9,4.45,4.49,2.75,6.404
0.7,62.7,54.0,5.67,5.71,3.57,8.353
0.38,61.4,57.0,4.65,4.68,2.87,6.425
0.42,61.6,56.0,4.81,4.85,2.98,6.632999999999999
0.45,59.7,61.0,4.95,5.0,2.97,6.638999999999999
0.62,62.6,57.0,5.47,5.5,3.44,7.3870000000000005
1.01,62.1,57.0,6.4,6.45,3.99,8.815
0.62,61.1,56.0,5.48,5.52,3.36,7.695
0.53,61.2,54.0,5.21,5.25,3.2,7.172000000000001
0.72,64.0,59.0,5.63,5.59,3.59,7.6370000000000005
0.28,61.8,54.0,4.18,4.23,2.6,6.194
1.52,61.1,61.0,7.4,7.36,4.51,9.085
1.01,59.6,62.0,6.56,6.5,3.89,8.234
0.71,62.6,58.0,5.7,5.67,3.56,7.803999999999999
1.02,61.3,56.0,6.5,6.48,3.98,8.488
1.35,61.5,56.0,7.15,7.12,4.39,9.247
0.38,61.6,56.0,4.62,4.66,2.86,6.9079999999999995
0.51,61.8,57.0,5.15,5.14,3.18,7.485
0.31,61.2,60.0,4.35,4.41,2.68,6.347
1.1,61.3,58.0,6.64,6.71,4.09,8.474
0.72,60.6,61.0,5.83,5.75,3.51,7.37
1.52,64.9,58.0,7.16,7.13,4.64,8.721
0.29,61.4,57.0,4.27,4.3,2.63,6.409
1.14,61.8,55.0,6.71,6.76,4.16,9.002
1.21,62.8,55.0,6.78,6.82,4.27,9.022
0.79,60.9,56.0,5.97,5.99,3.64,8.219
1.0,61.7,53.0,6.46,6.48,3.99,9.1
0.28,61.2,55.0,4.18,4.22,2.57,6.242000000000001
1.07,58.5,61.0,6.71,6.59,3.89,8.361
1.51,63.1,56.0,7.2,7.28,4.57,9.133
0.9,63.7,56.0,6.08,6.13,3.89,8.155
1.2,61.7,59.0,6.81,6.86,4.22,8.616
0.7,61.5,56.0,5.73,5.68,3.51,7.986000000000001
1.03,62.2,60.0,6.43,6.4,3.99,8.503
0.33,61.9,56.0,4.43,4.47,2.75,6.83
2.2,62.7,58.0,8.33,8.27,5.2,9.777999999999999
0.78,62.2,57.0,5.86,5.9,3.66,8.378
0.25,63.3,56.0,4.01,4.05,2.55,6.077999999999999
0.27,60.6,58.0,4.2,4.18,2.54,6.683
0.34,59.3,59.0,4.55,4.59,2.71,6.532
0.9,63.4,59.0,6.08,6.13,3.87,8.327
0.62,55.1,66.0,5.85,5.7,3.18,7.403
0.59,61.9,57.0,5.41,5.38,3.34,7.756
0.53,61.3,56.0,5.21,5.23,3.2,7.577000000000001
0.4,62.4,59.0,4.69,4.67,2.92,6.957000000000001
1.0,59.3,60.0,6.61,6.57,3.91,8.505
1.55,61.9,60.0,7.31,7.36,4.54,9.091000000000001
1.03,62.4,57.0,6.47,6.44,4.03,8.64
1.0,63.1,56.0,6.27,6.31,3.97,8.597999999999999
1.69,60.8,57.0,7.69,7.71,4.68,9.617
0.41,62.2,57.0,4.74,4.71,2.94,6.9670000000000005
0.3,62.0,56.0,4.29,4.32,2.67,6.244
2.09,61.8,57.0,8.24,8.17,5.07,9.744
0.71,60.8,57.0,5.75,5.8,3.51,7.819
0.61,63.9,54.0,5.38,5.42,3.45,7.687
1.04,58.6,59.0,6.68,6.64,3.9,8.82
1.56,62.5,56.0,7.38,7.46,4.64,9.078
1.16,62.7,56.0,6.73,6.69,4.21,8.536
0.91,63.6,59.0,6.11,6.15,3.9,8.113999999999999
0.91,63.3,54.0,6.22,6.14,3.91,8.228
0.3,63.1,53.0,4.27,4.32,2.71,6.265
1.51,61.3,55.0,7.41,7.36,4.53,8.728
1.06,62.7,58.0,6.48,6.5,4.07,8.432
0.53,61.4,56.0,5.2,5.24,3.21,7.7170000000000005
0.5,60.9,57.0,5.14,5.16,3.14,7.4670000000000005
0.51,62.7,62.0,5.09,4.96,3.15,8.12
1.0,62.9,57.0,6.33,6.35,3.99,8.937000000000001
1.09,60.9,54.0,6.66,6.73,4.08,8.907
1.0,62.6,54.0,6.39,6.35,3.99,8.258
2.03,59.8,59.0,8.29,8.24,4.94,9.461
0.5,62.6,59.0,5.02,5.05,3.15,7.652
0.31,61.4,55.0,4.39,4.4,2.7,6.711
2.01,63.9,59.0,7.81,7.91,5.02,9.646
0.8,62.1,57.0,5.95,6.03,3.72,7.795
0.42,60.6,59.0,4.85,4.78,2.92,6.9910000000000005
0.43,61.2,58.0,4.88,4.83,2.97,7.029
0.56,61.9,55.0,5.31,5.25,3.27,7.557
1.52,64.6,55.0,7.24,7.19,4.66,8.914
0.9,62.4,65.0,6.12,6.09,3.81,8.041
0.55,61.2,55.8,5.27,5.33,3.24,7.632000000000001
1.01,61.0,56.0,6.42,6.36,3.9,8.383
0.7,60.8,59.0,5.71,5.74,3.48,7.754
0.5,61.2,57.0,5.11,5.15,3.14,7.791
1.02,63.1,55.0,6.45,6.38,4.05,8.529
1.57,58.6,62.0,7.71,7.64,4.5,9.113
0.44,61.5,57.0,4.9,4.86,3.0,7.185
1.1,61.9,57.0,6.59,6.65,4.1,8.759
1.1,63.0,56.0,6.59,6.55,4.14,8.532
1.24,61.0,56.4,6.93,6.99,4.25,8.839
1.27,60.2,58.0,7.04,6.99,4.22,8.838
1.34,60.2,56.0,7.23,7.18,4.34,8.913
1.14,60.2,58.0,6.74,6.81,4.08,8.697000000000001
1.01,65.1,59.0,6.17,6.21,4.03,8.663
0.7,61.4,64.0,5.71,5.66,3.49,7.945
0.58,60.1,57.0,5.41,5.47,3.27,7.582999999999999
1.21,61.8,58.0,6.83,6.79,4.21,8.729
1.1,62.0,57.0,6.57,6.62,4.09,9.318
0.71,63.3,59.0,5.64,5.67,3.58,7.9879999999999995
0.52,59.9,57.0,5.21,5.28,3.14,7.704
0.4,61.9,57.0,4.73,4.74,2.93,6.601
0.4,61.6,55.0,4.74,4.78,2.93,6.821000000000001
0.5,60.3,62.0,5.1,5.11,3.08,7.432
0.77,61.5,56.0,5.9,5.93,3.64,7.9879999999999995
0.41,62.5,57.0,4.74,4.79,2.98,6.627000000000001
0.31,62.2,54.0,4.33,4.35,2.7,6.895
1.27,62.6,59.0,6.92,6.88,4.32,8.634
1.5,62.2,58.0,7.27,7.36,4.55,9.238999999999999
0.51,60.1,57.0,5.19,5.22,3.12,7.385
1.5,61.5,58.0,7.38,7.2,4.5,8.302
0.81,63.1,58.0,5.92,5.96,3.75,8.163
0.5,62.2,54.0,5.1,5.13,3.18,7.417999999999999
0.31,61.4,55.0,4.37,4.39,2.69,6.412000000000001
0.32,62.2,54.0,4.42,4.46,2.76,6.443
0.28,62.4,56.0,4.2,4.16,2.61,6.718999999999999
2.01,61.2,58.0,8.07,8.05,4.93,9.612
0.32,63.8,55.0,4.36,4.35,2.78,6.56
1.33,62.8,60.0,6.87,6.92,4.33,9.22
0.4,61.5,58.0,4.7,4.76,2.91,6.736000000000001
0.42,60.3,59.0,4.86,4.83,2.92,7.107
1.5,61.4,56.0,7.34,7.38,4.52,9.057
0.3,62.1,55.0,4.33,4.36,2.7,6.38
0.77,58.3,63.0,6.0,6.05,3.51,7.971
1.02,61.5,59.0,6.44,6.41,3.95,8.767000000000001
1.21,64.5,56.0,6.7,6.66,4.31,8.525
0.55,61.7,55.0,5.29,5.27,3.26,7.64
1.04,60.3,57.0,6.54,6.59,3.96,8.372
2.01,62.8,58.0,8.02,7.97,5.02,9.182
0.37,60.6,54.0,4.68,4.63,2.82,6.725
0.31,61.0,55.0,4.39,4.43,2.69,6.438
0.33,61.2,55.0,4.45,4.47,2.73,6.686
0.34,62.6,56.0,4.52,4.49,2.82,6.867999999999999
0.34,62.5,57.0,4.4,4.47,2.77,6.691
0.33,63.4,55.0,4.4,4.37,2.78,6.611000000000001
1.03,59.2,58.0,6.66,6.61,3.92,8.492
0.48,56.4,59.0,5.28,5.26,2.97,6.902
1.16,62.8,59.0,6.7,6.64,4.19,8.665
0.35,62.6,53.0,4.52,4.55,2.84,6.744
0.52,61.4,54.0,5.2,5.23,3.2,7.3629999999999995
1.52,58.8,61.0,7.5,7.46,4.4,8.801
0.31,61.4,58.0,4.4,4.36,2.69,6.687
0.31,61.2,55.0,4.37,4.42,2.69,6.941
1.73,58.0,62.0,7.95,7.91,4.6,9.5
1.35,62.8,60.0,7.08,7.0,4.42,8.825
1.53,61.0,60.0,7.43,7.4,4.52,9.571
0.24,63.4,57.0,3.91,3.95,2.49,6.17
0.31,59.3,59.0,4.48,4.42,2.64,6.547999999999999
0.8,61.0,57.0,6.03,6.01,3.67,7.936
1.77,60.3,59.0,7.94,7.87,4.77,9.39
0.32,59.5,60.0,4.46,4.48,2.66,6.4
0.54,60.0,56.0,5.39,5.28,3.2,7.686
0.58,62.1,55.0,5.37,5.33,3.32,7.49
0.34,62.0,56.0,4.47,4.5,2.78,6.439
0.83,62.1,57.0,6.03,5.95,3.72,8.021
1.22,62.4,59.0,6.91,6.85,4.29,8.945
0.33,62.0,59.0,4.41,4.39,2.73,6.832999999999999
0.3,60.4,58.0,4.36,4.38,2.64,6.6160000000000005
1.51,62.8,56.0,7.29,7.24,4.56,9.533
0.72,61.7,54.0,5.77,5.81,3.57,7.766
0.55,62.4,59.0,5.2,5.22,3.25,7.672000000000001
1.52,62.4,55.0,7.41,7.33,4.6,9.719
0.86,63.0,53.0,6.1,6.06,3.83,7.903
0.34,63.0,55.0,4.47,4.42,2.8,6.64
0.38,61.6,56.0,4.68,4.71,2.89,6.672999999999999
0.43,62.2,55.0,4.84,4.87,3.02,7.127000000000001
0.82,62.1,56.0,5.94,5.98,3.7,8.168
0.33,61.7,55.7,4.43,4.45,2.74,6.346
0.51,63.5,56.0,5.04,5.1,3.22,7.419
0.25,62.8,57.0,3.98,4.01,2.51,6.077999999999999
0.36,63.2,56.0,4.52,4.56,2.87,6.428
0.74,61.0,60.0,5.85,5.76,3.54,7.845
0.3,62.6,55.0,4.3,4.32,2.7,6.787000000000001
0.7,61.7,55.0,5.7,5.73,3.53,7.995
0.24,61.4,57.0,4.03,4.06,2.48,6.287999999999999
0.8,63.0,56.0,5.85,5.9,3.7,7.885
0.31,61.7,55.0,4.37,4.38,2.7,6.136
0.53,62.3,60.0,5.27,5.17,3.25,7.175
1.5,62.3,56.0,7.34,7.29,4.56,9.298
0.32,62.3,57.0,4.37,4.39,2.73,6.225
0.41,64.3,54.0,4.68,4.72,3.02,6.864
1.01,62.0,57.0,6.45,6.39,3.98,9.32
1.01,64.1,60.0,6.27,6.3,4.03,8.481
0.71,61.0,56.0,5.77,5.8,3.53,8.087
2.01,61.8,59.0,8.15,8.07,5.01,9.755
0.51,64.0,57.0,5.06,5.01,3.22,7.15
0.31,61.8,59.0,4.33,4.31,2.67,6.26
2.75,60.9,57.0,9.04,8.98,5.49,9.485
1.65,62.2,55.0,7.6,7.57,4.72,9.151
0.42,63.1,56.0,4.79,4.82,3.03,6.582000000000001
0.33,61.7,58.0,4.42,4.39,2.72,6.872000000000001
0.74,62.3,55.0,5.77,5.82,3.61,7.907
1.53,62.3,54.2,7.35,7.38,4.59,9.456
0.42,61.3,58.0,4.8,4.83,2.95,6.715
0.27,61.7,56.0,4.13,4.17,2.56,6.111000000000001
0.42,62.2,55.0,4.83,4.79,2.99,6.931
0.7,58.8,57.0,5.85,5.89,3.45,7.611000000000001
0.51,60.5,56.0,5.24,5.18,3.15,7.485
0.91,59.5,62.0,6.3,6.24,3.73,8.193999999999999
1.5,63.2,57.0,7.29,7.26,4.6,9.584
0.25,62.0,54.0,4.05,4.08,2.52,6.263
0.34,61.0,60.0,4.48,4.51,2.74,6.2860000000000005
0.92,64.2,58.0,6.14,6.11,3.93,8.096
1.21,62.6,53.0,6.87,6.8,4.28,8.704
1.01,63.9,56.0,6.37,6.31,4.05,8.652000000000001
0.32,58.3,58.0,4.54,4.49,2.63,6.627999999999999
0.26,62.0,55.0,4.1,4.12,2.55,6.114
1.19,61.1,58.0,6.81,6.83,4.17,8.714
0.38,60.0,60.0,4.65,4.72,2.81,6.501
0.31,61.9,54.0,4.35,4.38,2.7,6.438
2.0,63.9,54.0,7.92,8.0,5.1,9.822000000000001
2.27,62.5,59.0,8.45,8.39,5.26,9.612
0.26,60.8,61.0,4.13,4.12,2.51,6.585
1.01,62.7,54.0,6.38,6.44,4.02,8.706
0.7,62.2,56.0,5.7,5.74,3.56,7.7829999999999995
1.13,60.1,55.0,6.79,6.85,4.1,8.596
0.51,61.7,56.0,5.16,5.14,3.18,7.916
1.02,62.4,59.0,6.37,6.42,3.99,8.276
0.3,61.1,59.0,4.29,4.32,2.63,6.603
0.5,60.6,55.0,5.13,5.17,3.12,7.444
0.91,60.3,57.0,6.27,6.31,3.79,8.138
0.7,62.2,59.0,5.62,5.64,3.5,7.631
1.01,61.4,57.0,6.44,6.5,3.97,8.445
1.01,61.2,59.0,6.43,6.37,3.92,8.225
0.5,62.2,54.0,5.14,5.08,3.18,6.997999999999999
1.0,59.9,61.0,6.42,6.46,3.86,8.356
1.21,62.9,54.0,6.82,6.78,4.28,9.055
0.52,61.2,60.0,5.13,5.19,3.16,7.432
1.27,62.8,54.0,6.92,6.87,4.33,9.072000000000001
0.3,61.7,59.0,4.26,4.3,2.64,6.159
0.42,60.0,57.0,4.84,4.86,2.91,7.072
1.02,61.4,55.0,6.48,6.51,3.99,8.779
0.9,62.1,60.0,6.14,6.2,3.83,8.264
1.22,62.1,59.0,6.82,6.77,4.22,8.414
0.7,61.6,56.0,5.65,5.72,3.5,8.131
0.3,61.8,58.0,4.28,4.33,2.66,6.265
1.04,63.1,57.0,6.39,6.44,4.05,8.805
2.03,62.6,59.0,8.06,8.1,5.06,9.797
0.9,63.0,57.0,6.13,6.19,3.88,8.211
0.43,60.4,58.0,4.87,4.9,2.95,6.625
0.82,59.5,62.0,6.13,6.08,3.63,7.897
1.25,62.5,59.0,6.89,6.81,4.28,8.566
0.4,61.4,54.0,4.76,4.79,2.93,7.114
0.7,60.8,62.0,5.71,5.67,3.46,7.962999999999999
1.2,59.7,60.0,7.0,6.91,4.15,9.156
0.33,62.2,59.0,4.41,4.43,2.75,6.361000000000001
0.41,62.1,56.0,4.77,4.8,2.97,6.915
0.51,61.5,57.0,5.13,5.18,3.17,7.5360000000000005
0.71,60.1,57.0,5.79,5.76,3.47,7.474
0.39,61.2,56.0,4.71,4.73,2.89,6.402
0.52,63.2,57.0,5.11,5.15,3.24,7.277
1.2,62.3,55.0,6.83,6.79,4.24,9.046
0.76,61.3,56.0,5.9,5.94,3.63,7.931
0.9,62.6,59.0,6.15,6.12,3.84,8.415
0.5,62.5,58.0,5.1,5.05,3.17,7.516
0.3,62.5,58.0,4.27,4.31,2.68,6.314
0.9,61.8,56.0,6.18,6.16,3.81,8.31
0.35,61.8,58.0,4.48,4.52,2.78,6.56
0.34,60.8,57.0,4.53,4.49,2.74,6.94
0.7,63.8,59.0,5.6,5.63,3.58,7.499
0.41,62.1,55.0,4.78,4.81,2.98,7.0120000000000005
0.5,61.8,58.0,5.05,5.11,3.14,7.393
0.35,61.3,55.0,4.57,4.6,2.81,6.909
1.15,62.0,58.0,6.77,6.68,4.17,8.488999999999999
1.2,63.5,60.7,6.71,6.75,4.27,8.572000000000001
0.53,62.4,57.0,5.18,5.21,3.24,7.145
0.31,62.4,55.0,4.3,4.32,2.69,6.2989999999999995
1.06,61.3,56.0,6.55,6.59,4.03,8.317
0.8,60.7,59.0,5.98,6.02,3.64,8.01
0.31,62.4,55.0,4.33,4.36,2.71,6.2989999999999995
1.01,63.1,55.0,6.34,6.37,4.01,8.824
0.84,61.8,56.0,6.02,6.11,3.75,8.372
0.33,60.5,56.0,4.54,4.52,2.74,6.8660000000000005
0.34,62.0,54.0,4.5,4.47,2.78,6.64
1.24,61.7,57.0,6.95,6.88,4.27,8.681000000000001
0.74,61.3,57.0,5.81,5.83,3.57,8.049
0.58,61.5,55.0,5.39,5.44,3.33,7.9270000000000005
0.31,59.0,63.0,4.44,4.47,2.63,6.397
1.01,63.8,57.0,6.31,6.36,4.04,8.17
0.31,61.5,56.0,4.37,4.35,2.68,6.848
0.8,62.4,57.0,5.91,5.83,3.66,7.66
0.26,62.1,57.0,4.06,4.12,2.54,6.1160000000000005
0.9,63.6,58.0,6.1,6.14,3.89,8.357000000000001
0.97,64.5,61.0,6.16,6.21,3.99,8.379
0.3,61.6,58.0,4.29,4.32,2.65,6.702000000000001
0.61,62.1,57.0,5.41,5.47,3.38,7.751
1.22,60.0,58.0,6.95,6.99,4.18,9.306000000000001
0.77,62.3,57.0,5.88,5.91,3.67,7.897
0.77,63.8,58.0,5.81,5.78,3.7,7.888
0.31,59.0,57.0,4.44,4.48,2.63,6.599
0.55,57.1,63.0,5.39,5.47,3.1,7.537999999999999
0.81,62.3,57.0,5.93,5.98,3.71,7.872999999999999
0.56,60.7,55.0,5.33,5.36,3.25,7.526
2.53,61.1,57.0,8.82,8.76,5.37,9.626
0.31,62.6,57.0,4.32,4.3,2.7,6.896
0.4,62.9,59.0,4.73,4.68,2.96,6.851
